mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
274.86015005111693,73.43360216725927,0.5309843063354492,0.14717457813486096,"[1.6, 1.0, 1.4]","{'class_weights': [1.6, 1.0, 1.4]}",0.7331879332510288,0.7257363144211824,0.7444271228198361,0.7373631194038026,0.742683796154893,0.7366796572101486,0.006760013550500507,1
323.79185795783997,144.5133868655613,0.6979927539825439,0.102310202850389,"[1.6, 1.0, 1.2]","{'class_weights': [1.6, 1.0, 1.2]}",0.6919495858299305,0.7339360676813423,0.7119548557238168,0.7424784284501408,0.7383952468670859,0.7237428369104633,0.01907555910663431,2
327.94707174301146,161.9303559340755,0.7803354740142823,0.1237790561395816,"[1.8, 1.0, 1.2]","{'class_weights': [1.8, 1.0, 1.2]}",0.7416974084086269,0.7370850706410498,0.7160854181030328,0.6702926244920757,0.7375592685860158,0.7205439580461601,0.0266671061919744,3
